1 	154 	1595 - The Dragons 	76 [PNW District - West Valley Event] 	78 [PNW District - Central Washington University Event] 	Qualified 	0
72 	23 	568 - Nerds of the North 	5 [PNW District - Auburn Mountainview Event] 	18 [PNW District - Wilsonville Event] 	--- 	0
73 	22 	4043 - NerdHerd 	22 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
74 	22 	6437 - The Pacific Quakers 	12 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
75 	21 	2926 - Robo Sparks 	8 [PNW District - West Valley Event] 	13 [PNW District - Central Washington University Event] 	--- 	0
76 	21 	6503 - Iron Dragon 	11 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	10
77 	20 	1258 - SeaBot 	20 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
78 	20 	2915 - Pandamonium 	20 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
79 	20 	6456 - Oregon Trail Academy Wi-Fires 	10 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
80 	19 	5295 - Aldernating Current 	19 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
81 	19 	1778 - Chill Out 	19 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
82 	19 	5941 - SPQL 	14 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	5
83 	19 	5977 - Rosemary Anderson H S/POIC 	14 [PNW District - Wilsonville Event] 	Not Played 	--- 	5
84 	18 	948 - NRG (Newport Robotics Group) 	18 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
85 	17 	2521 - SERT 	17 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
86 	17 	2928 - Viking Robotics 	17 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
87 	17 	5937 - MI-Robotics 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	5
88 	16 	5111 - SaxonBots 	8 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	0
89 	16 	3786 - Chargers 	16 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
90 	16 	4726 - Robo Dynasty 	7 [PNW District - West Valley Event] 	9 [PNW District - Central Washington University Event] 	--- 	0
91 	16 	2605 - Sehome Seamonsters 	16 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
92 	16 	6465 - Decipher 	6 [PNW District - Wilsonville Event] 	Not Played 	--- 	10
93 	15 	3070 - Team Pronto 	15 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
94 	15 	3574 - HIGH TEKERZ 	15 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
95 	14 	2910 - Jack in the Bot 	14 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
96 	14 	4120 - Jagwires 	6 [PNW District - West Valley Event] 	8 [PNW District - Central Washington University Event] 	--- 	0
97 	13 	3393 - Horns of Havoc 	13 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
98 	13 	4173 - Bulldogs 	13 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
99 	13 	2635 - Lake Monsters 	13 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
100 	13 	5683 - RAVE 	13 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
101 	12 	3826 - Sequim Robotics Federation "SR... 	12 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
102 	12 	3663 - CPR - Cedar Park Robotics 	12 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
103 	12 	4180 - Iron Riders 	12 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
104 	12 	3049 - BremerTron 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
105 	12 	2976 - Spartabots 	12 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
106 	12 	1359 - Scalawags 	12 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
107 	11 	4077 - M*A*S*H 	11 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
108 	11 	2522 - Royal Robotics 	11 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
109 	11 	3218 - Panther Robotics 	11 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
110 	11 	4051 - Sabin-Sharks 	11 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
111 	10 	4918 - The Roboctopi 	10 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
112 	10 	4205 - ROBOCUBS 	10 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
113 	10 	3636 - Generals 	10 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
114 	10 	2906 - Sentinel Prime Robotics 	10 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
115 	10 	6696 - Cardinal Dynamics 	Not Played 	Not Played 	--- 	10
116 	9 	2980 - The Whidbey Island Wild Cats 	9 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
117 	9 	3712 - RoboCats 	4 [PNW District - West Valley Event] 	5 [PNW District - Central Washington University Event] 	--- 	0
118 	9 	4057 - STEAMPUNK 	9 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
119 	9 	2903 - NeoBots 	9 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
120 	9 	2733 - Pigmice 	9 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
121 	9 	2929 - JAGBOTS 	9 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
122 	9 	3781 - Cardinal Robotics 	9 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
123 	9 	3876 - Mabton LugNutz 	9 [PNW District - Central Washington University Event] 	Not Played 	--- 	0
124 	8 	847 - PHRED 	8 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
125 	8 	4682 - BraveBots 	8 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
126 	8 	4461 - Ramen 	8 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
127 	8 	4579 - RoboEagles 	8 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
128 	7 	4131 - Iron Patriots 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
129 	7 	4512 - BEARbots 	7 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
130 	7 	2942 - Panda ER 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
131 	7 	949 - Wolverine Robotics 	7 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
132 	6 	3812 - Bits & Bots 	6 [PNW District - Central Washington University Event] 	Not Played 	--- 	0
133 	6 	488 - Team XBot 	6 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
134 	6 	4683 - Full-metal Robotics 	6 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
135 	6 	4110 - DEEP SPACE NINERS 	6 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
136 	6 	3684 - Electric Eagles 	6 [PNW District - Auburn Mountainview Event] 	Not Played 	--- 	0
137 	5 	2411 - Rebel @lliance 	5 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
138 	5 	5956 - Falcons 	Not Played 	Not Played 	--- 	5
139 	5 	5970 - BeaverTronics 	Not Played 	Not Played 	--- 	5
140 	4 	3673 - C.Y.B.O.R.G. Seagulls 	4 [PNW District - Wilsonville Event] 	Not Played 	--- 	0
141 	4 	3268 - Vahallabots 	4 (IP) [PNW District - Mount Vernon Event] 	Not Played 	--- 	0
142 	0 	492 - Titan Robotics Club 	Not Played 	Not Played 	--- 	0
143 	0 	1510 - Wildcats 	Not Played 	Not Played 	--- 	0
144 	0 	1571 - CALibrate Robotics 	Not Played 	Not Played 	--- 	0
145 	0 	2002 - Tualatin Robotics 	Not Played 	Not Played 	--- 	0
146 	0 	2374 - Crusader Bots 	Not Played 	Not Played 	--- 	0
147 	0 	2412 - Robototes 	Not Played 	Not Played 	--- 	0
148 	0 	2555 - RoboRams 	Not Played 	Not Played 	--- 	0
149 	0 	2898 - Flying Hedgehogs 	Not Played 	Not Played 	--- 	0
150 	0 	3131 - Gladiators 	Not Played 	Not Played 	--- 	0
151 	0 	4127 - LoggerBots 	Not Played 	Not Played 	--- 	0
152 	0 	4132 - Scotbots 	Not Played 	Not Played 	--- 	0
153 	0 	4662 - Byte Sized Robotics 	Not Played 	Not Played 	--- 	0
154 	0 	4692 - Metal Mallards 	Not Played 	Not Played 	--- 	0
155 	0 	5748 - Octo π Rates 	Not Played 	Not Played 	--- 	0
